notice_id,notice_date,notice_path,repo_url,repo_owner,repo_name,repo_status,lineage_id,repo_role,parent_or_source_repo,offending_file_path,alleged_data_type,first_observed_repo_date,first_observed_offending_commit_date,removal_or_disable_date,paper_title,doi,pubmed_id,paper_authors,candidate_app_id,application_title,application_pi,application_institution,application_linked_to_dmca_targeted_repository_lineage,match_grade,match_score,match_reason,evidence_urls,uploader_attribution,manual_review_needed,repo_linked_doi,repo_linked_pmid,repo_linked_publication_title,crosswalk_pub_ids,crosswalk_app_ids,crosswalk_application_count,crosswalk_identifier_type,crosswalk_evidence,evidence_class,evidence_components,deterministic_evidence_present,identity_evidence_present,contextual_evidence_present,offending_file_name,target_scope,github_repo_id,github_created_at,github_pushed_at,github_fork,github_parent,github_source,wayback_first_capture,wayback_capture_count,evidence_file,repository_readme_urls,citation_metadata_urls,metadata_publication_links,package_metadata_sources,package_metadata_urls,wayback_readme_first_capture,wayback_readme_capture_count,wayback_readme_urls,wayback_readme_fetched_at_utc
2025-10-15-uk-biobank-5,2025-10-15,2025/10/2025-10-15-uk-biobank-5.md,https://github.com/adamelkholyy/ukbython,adamelkholyy,ukbython,live,lineage_adamelkholyy_ukbython,unknown,,main.ipynb,genotype; hospital_episode_statistics,2025-10-16T08:08:28Z,,,,,,,103356,Understanding the role of rare and common genetic variation in human phenotypes,,University of Exeter,true,confirmed,100.0,Direct UK Biobank application ID appears in repository/notice evidence.,https://github.com/github/dmca/blob/master/2025/10/2025-10-15-uk-biobank-5.md; https://github.com/adamelkholyy/ukbython/blob/2ab4599d02e4ce39e730f9da8a64646657a80412/main.ipynb; https://github.com/adamelkholyy/ukbython; https://github.com/adamelkholyy/ukbython/blob/main/README.md,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,,,,,,,direct_application_id,true,false,false,main.ipynb,single_file,1077412765,2025-10-16T08:08:28Z,2025-10-26T16:21:29Z,false,,,,0,evidence/lineages/lineage_adamelkholyy_ukbython.md,https://github.com/github/dmca/blob/master/2025/10/2025-10-15-uk-biobank-5.md; https://github.com/adamelkholyy/ukbython/blob/2ab4599d02e4ce39e730f9da8a64646657a80412/main.ipynb; https://github.com/adamelkholyy/ukbython; https://github.com/adamelkholyy/ukbython/blob/main/README.md,,,,,,,,
2025-11-12-uk-biobank,2025-11-12,2025/11/2025-11-12-uk-biobank.md,https://github.com/PersonomicsLab/popmodel_ML_MH,PersonomicsLab,popmodel_ML_MH,live,lineage_personomicslab_popmodel_ml_mh,unknown,,manipulations/phenotype_averaging/WAPIAW2_Clean.ipynb,genotype; phenotype; hospital_episode_statistics,2026-01-28T19:47:27Z,,,"repo for paper: https://www.sciencedirect.com/science/article/pii/S2666956023000089?via%3Dihub; Population Modeling and Mental Health Prediction: Replication Paper Code and Results; This repository aggregates the code and results data for the forthcoming paper; Minimal functions for this paper's data manipulations (biotyping, task residuals, and phenotype averaging) are included in ""manipulations.""",,,,47267,Cross-diagnostic and cross-platform multimodal analysis of UK Biobank imaging data,Dr Janine Bijsterbosch,Washington University in St. Louis,true,confirmed,100.0,Direct UK Biobank application ID appears in repository/notice evidence.,https://github.com/github/dmca/blob/master/2025/11/2025-11-12-uk-biobank.md; https://github.com/PersonomicsLab/popmodel_ML_MH/blob/81fdab51cb8c1928318d69aab13b48fc423728b3/manipulations/phenotype_averaging/WAPIAW2_Clean.ipynb; https://github.com/PersonomicsLab/popmodel_ML_MH; https://github.com/PersonomicsLab/popmodel_ML_MH/blob/main/README.md,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,"repo for paper: https://www.sciencedirect.com/science/article/pii/S2666956023000089?via%3Dihub; Population Modeling and Mental Health Prediction: Replication Paper Code and Results; This repository aggregates the code and results data for the forthcoming paper; Minimal functions for this paper's data manipulations (biotyping, task residuals, and phenotype averaging) are included in ""manipulations.""",,,,,,,direct_application_id,true,false,false,WAPIAW2_Clean.ipynb,single_file,1144558431,2026-01-28T19:47:27Z,2026-01-28T19:48:58Z,false,,,,0,evidence/lineages/lineage_personomicslab_popmodel_ml_mh.md,https://github.com/github/dmca/blob/master/2025/11/2025-11-12-uk-biobank.md; https://github.com/PersonomicsLab/popmodel_ML_MH/blob/81fdab51cb8c1928318d69aab13b48fc423728b3/manipulations/phenotype_averaging/WAPIAW2_Clean.ipynb; https://github.com/PersonomicsLab/popmodel_ML_MH; https://github.com/PersonomicsLab/popmodel_ML_MH/blob/main/README.md,,,,,,,,
2025-11-13-uk-biobank,2025-11-13,2025/11/2025-11-13-uk-biobank.md,https://github.com/JosephLalli/shapeit5,JosephLalli,shapeit5,live,lineage_josephlalli_shapeit5,unknown,,tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt,genotype; hospital_episode_statistics,2026-03-08T04:52:46Z,,,"Accurate rare variant phasing of whole-genome and whole-exome sequencing data in the UK Biobank; If you use SHAPEIT5 in your research work, please cite the following paper",10.1038/s41588-023-01415-w,,Robin J. Hofmeister; Diogo M. Ribeiro; Simone Rubinacci; Olivier Delaneau,66995,"Prediction of haplotypes, genotypes, parental-of-origin and applications in biobanks.",Dr Olivier Delaneau,University of Lausanne,true,confirmed,100.0,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5; https://github.com/JosephLalli/shapeit5/blob/main/README.md; https://www.nature.com/articles/s41588-023-01415-w; https://doi.org/10.1038/s41588-023-01415-w,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,10.1038/s41588-023-01415-w,,"Accurate rare variant phasing of whole-genome and whole-exome sequencing data in the UK Biobank; If you use SHAPEIT5 in your research work, please cite the following paper",7739,66995,1,doi; title,"[{""app_id"": ""66995"", ""evidence_class"": ""A2_DOI_UKB_CROSSWALK"", ""identifier"": ""10.1038/s41588-023-01415-w"", ""identifier_type"": ""doi"", ""pub_id"": ""7739""}, {""app_id"": ""66995"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""accurate rare variant phasing of whole genome and whole exome sequencing data in the uk biobank"", ""identifier_type"": ""title"", ""pub_id"": ""7739""}]",A2_DOI_UKB_CROSSWALK; A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A2_DOI_UKB_CROSSWALK; A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,1k_samples_wbi.txt,single_file,1175730974,2026-03-08T04:52:46Z,2026-03-28T16:48:38Z,false,,,,0,evidence/lineages/lineage_josephlalli_shapeit5.md,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5; https://github.com/JosephLalli/shapeit5/blob/main/README.md; https://www.nature.com/articles/s41588-023-01415-w; https://doi.org/10.1038/s41588-023-01415-w,,,,,,,,
2025-12-02-uk-biobank,2025-12-02,2025/12/2025-12-02-uk-biobank.md,https://github.com/yayapa/ukbb_risk,yayapa,ukbb_risk,live,lineage_yayapa_ukbb_risk,unknown,,analysisNumericFeatures/total_radiomics.ipynb,genotype; hospital_episode_statistics,2025-01-22T15:57:55Z,,,"Code to the paper ""AI-driven Preclinical Disease Risk Assessment Using Imaging in UK Biobank""",,,,87802,Assessment of frailty and biological age using multi-modal deep learning,,Imperial College London,true,confirmed,100.0,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-02-uk-biobank.md; https://github.com/yayapa/ukbb_risk/blob/0f63774a07eee849cfa9e9b18a7550270fcf30df/analysisNumericFeatures/total_radiomics.ipynb; https://github.com/yayapa/ukbb_risk; https://github.com/yayapa/ukbb_risk/blob/main/README.md,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,"Code to the paper ""AI-driven Preclinical Disease Risk Assessment Using Imaging in UK Biobank""",16098,87802,1,title,"[{""app_id"": ""87802"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""ai driven preclinical disease risk assessment using imaging in uk biobank"", ""identifier_type"": ""title"", ""pub_id"": ""16098""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,total_radiomics.ipynb,single_file,920692396,2025-01-22T15:57:55Z,2026-06-20T12:34:17Z,false,,,,0,evidence/lineages/lineage_yayapa_ukbb_risk.md,https://github.com/github/dmca/blob/master/2025/12/2025-12-02-uk-biobank.md; https://github.com/yayapa/ukbb_risk/blob/0f63774a07eee849cfa9e9b18a7550270fcf30df/analysisNumericFeatures/total_radiomics.ipynb; https://github.com/yayapa/ukbb_risk; https://github.com/yayapa/ukbb_risk/blob/main/README.md,,,,,,,,
2025-12-02-uk-biobank,2025-12-02,2025/12/2025-12-02-uk-biobank.md,https://github.com/yayapa/ukbb_risk,yayapa,ukbb_risk,live,lineage_yayapa_ukbb_risk,unknown,,analysisNumericFeatures/analysisNumericFeaturesTogether.ipynb,genotype; hospital_episode_statistics,2025-01-22T15:57:55Z,,,"Code to the paper ""AI-driven Preclinical Disease Risk Assessment Using Imaging in UK Biobank""",,,,87802,Assessment of frailty and biological age using multi-modal deep learning,,Imperial College London,true,confirmed,100.0,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-02-uk-biobank.md; https://github.com/yayapa/ukbb_risk/blob/0f63774a07eee849cfa9e9b18a7550270fcf30df/analysisNumericFeatures/analysisNumericFeaturesTogether.ipynb; https://github.com/yayapa/ukbb_risk; https://github.com/yayapa/ukbb_risk/blob/main/README.md,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,"Code to the paper ""AI-driven Preclinical Disease Risk Assessment Using Imaging in UK Biobank""",16098,87802,1,title,"[{""app_id"": ""87802"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""ai driven preclinical disease risk assessment using imaging in uk biobank"", ""identifier_type"": ""title"", ""pub_id"": ""16098""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,analysisNumericFeaturesTogether.ipynb,single_file,920692396,2025-01-22T15:57:55Z,2026-06-20T12:34:17Z,false,,,,0,evidence/lineages/lineage_yayapa_ukbb_risk.md,https://github.com/github/dmca/blob/master/2025/12/2025-12-02-uk-biobank.md; https://github.com/yayapa/ukbb_risk/blob/0f63774a07eee849cfa9e9b18a7550270fcf30df/analysisNumericFeatures/analysisNumericFeaturesTogether.ipynb; https://github.com/yayapa/ukbb_risk; https://github.com/yayapa/ukbb_risk/blob/main/README.md,,,,,,,,
2025-12-08-uk-biobank-6,2025-12-08,2025/12/2025-12-08-uk-biobank-6.md,https://github.com/lab-smile/RetinaPD,lab-smile,RetinaPD,live,lineage_lab-smile_retinapd,unknown,,csv/subject_images_ids.xlsx,genotype; hospital_episode_statistics,2021-02-06T21:23:09Z,,,,,,,48388,Precision Retinal Biomarkers for Cognitive Impairment,Dr Ruogu Fang,University of Florida,true,confirmed,100.0,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-6.md; https://github.com/lab-smile/RetinaPD/blob/7cd9699e0eca60b539270a3fcbe6ef0d7c1d85f1/csv/subject_images_ids.xlsx; https://github.com/lab-smile/RetinaPD; https://github.com/lab-smile/RetinaPD/blob/main/README.md,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,8744,48388,1,title,"[{""app_id"": ""48388"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""deep learning predicts prevalent and incident parkinson s disease from uk biobank fundus imaging"", ""identifier_type"": ""title"", ""pub_id"": ""8744""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,subject_images_ids.xlsx,single_file,336639311,2021-02-06T21:23:09Z,2026-05-08T14:13:26Z,false,,,,0,evidence/lineages/lineage_lab-smile_retinapd.md,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-6.md; https://github.com/lab-smile/RetinaPD/blob/7cd9699e0eca60b539270a3fcbe6ef0d7c1d85f1/csv/subject_images_ids.xlsx; https://github.com/lab-smile/RetinaPD; https://github.com/lab-smile/RetinaPD/blob/main/README.md,,,,,,,,
2025-12-08-uk-biobank-6,2025-12-08,2025/12/2025-12-08-uk-biobank-6.md,https://github.com/lab-smile/RetinaPD,lab-smile,RetinaPD,live,lineage_lab-smile_retinapd,unknown,,RetinaPD_Project_Code.ipynb,genotype; hospital_episode_statistics,2021-02-06T21:23:09Z,,,,,,,48388,Precision Retinal Biomarkers for Cognitive Impairment,Dr Ruogu Fang,University of Florida,true,confirmed,100.0,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-6.md; https://github.com/lab-smile/RetinaPD/blob/6b449daf69eb0a0dbcb7241a348adf04aaca294e/RetinaPD_Project_Code.ipynb; https://github.com/lab-smile/RetinaPD; https://github.com/lab-smile/RetinaPD/blob/main/README.md,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,8744,48388,1,title,"[{""app_id"": ""48388"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""deep learning predicts prevalent and incident parkinson s disease from uk biobank fundus imaging"", ""identifier_type"": ""title"", ""pub_id"": ""8744""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,RetinaPD_Project_Code.ipynb,single_file,336639311,2021-02-06T21:23:09Z,2026-05-08T14:13:26Z,false,,,,0,evidence/lineages/lineage_lab-smile_retinapd.md,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-6.md; https://github.com/lab-smile/RetinaPD/blob/6b449daf69eb0a0dbcb7241a348adf04aaca294e/RetinaPD_Project_Code.ipynb; https://github.com/lab-smile/RetinaPD; https://github.com/lab-smile/RetinaPD/blob/main/README.md,,,,,,,,
2025-12-08-uk-biobank-6,2025-12-08,2025/12/2025-12-08-uk-biobank-6.md,https://github.com/lab-smile/RetinaPD,lab-smile,RetinaPD,live,lineage_lab-smile_retinapd,unknown,,code/CSV_Population_Characteristics.ipynb,genotype; hospital_episode_statistics,2021-02-06T21:23:09Z,,,,,,,48388,Precision Retinal Biomarkers for Cognitive Impairment,Dr Ruogu Fang,University of Florida,true,confirmed,100.0,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-6.md; https://github.com/lab-smile/RetinaPD/blob/2439718471b9022c75b4b494e999c2f303406982/code/CSV_Population_Characteristics.ipynb; https://github.com/lab-smile/RetinaPD; https://github.com/lab-smile/RetinaPD/blob/main/README.md,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,8744,48388,1,title,"[{""app_id"": ""48388"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""deep learning predicts prevalent and incident parkinson s disease from uk biobank fundus imaging"", ""identifier_type"": ""title"", ""pub_id"": ""8744""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,CSV_Population_Characteristics.ipynb,single_file,336639311,2021-02-06T21:23:09Z,2026-05-08T14:13:26Z,false,,,,0,evidence/lineages/lineage_lab-smile_retinapd.md,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-6.md; https://github.com/lab-smile/RetinaPD/blob/2439718471b9022c75b4b494e999c2f303406982/code/CSV_Population_Characteristics.ipynb; https://github.com/lab-smile/RetinaPD; https://github.com/lab-smile/RetinaPD/blob/main/README.md,,,,,,,,
2025-12-08-uk-biobank-6,2025-12-08,2025/12/2025-12-08-uk-biobank-6.md,https://github.com/lab-smile/RetinaPD,lab-smile,RetinaPD,live,lineage_lab-smile_retinapd,unknown,,CSV_Population_Characteristics.ipynb,genotype; hospital_episode_statistics,2021-02-06T21:23:09Z,,,,,,,48388,Precision Retinal Biomarkers for Cognitive Impairment,Dr Ruogu Fang,University of Florida,true,confirmed,100.0,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-6.md; https://github.com/lab-smile/RetinaPD/blob/913a01fd19985b1b630a932e4981f26b7dd426dc/CSV_Population_Characteristics.ipynb; https://github.com/lab-smile/RetinaPD; https://github.com/lab-smile/RetinaPD/blob/main/README.md,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,8744,48388,1,title,"[{""app_id"": ""48388"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""deep learning predicts prevalent and incident parkinson s disease from uk biobank fundus imaging"", ""identifier_type"": ""title"", ""pub_id"": ""8744""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,CSV_Population_Characteristics.ipynb,single_file,336639311,2021-02-06T21:23:09Z,2026-05-08T14:13:26Z,false,,,,0,evidence/lineages/lineage_lab-smile_retinapd.md,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-6.md; https://github.com/lab-smile/RetinaPD/blob/913a01fd19985b1b630a932e4981f26b7dd426dc/CSV_Population_Characteristics.ipynb; https://github.com/lab-smile/RetinaPD; https://github.com/lab-smile/RetinaPD/blob/main/README.md,,,,,,,,
2025-11-13-uk-biobank,2025-11-13,2025/11/2025-11-13-uk-biobank.md,https://github.com/odelaneau/shapeit5,odelaneau,shapeit5,http_403,lineage_odelaneau_shapeit5,unknown,,tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt,genotype; hospital_episode_statistics,,,2025-11-13,Accurate rare variant phasing of whole-genome and whole-exome sequencing data in the UK Biobank,10.1038/s41588-023-01415-w,37386248,Robin J. Hofmeister; Diogo M. Ribeiro; Simone Rubinacci; Olivier Delaneau,66995,"Prediction of haplotypes, genotypes, parental-of-origin and applications in biobanks.",Dr Olivier Delaneau,University of Lausanne,true,confirmed,100,Public metadata seed records a unique repository-publication-application evidence chain.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/odelaneau/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/odelaneau/shapeit5; https://www.nature.com/articles/s41588-023-01415-w; https://biobank.ndph.ox.ac.uk/ukb/pub.cgi?id=7739; https://www.ukbiobank.ac.uk/projects/prediction-of-haplotypes-genotypes-parental-of-origin-and-applications-in-biobanks/; https://doi.org/10.1038/s41588-023-01415-w,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,10.1038/s41588-023-01415-w,37386248,Accurate rare variant phasing of whole-genome and whole-exome sequencing data in the UK Biobank,7739,66995,1,doi; pmid; title,"[{""app_id"": ""66995"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""evidence_urls"": ""https://www.nature.com/articles/s41588-023-01415-w; https://biobank.ndph.ox.ac.uk/ukb/pub.cgi?id=7739; https://www.ukbiobank.ac.uk/projects/prediction-of-haplotypes-genotypes-parental-of-origin-and-applications-in-biobanks/; https://doi.org/10.1038/s41588-023-01415-w"", ""identifier"": ""10.1038/s41588-023-01415-w"", ""identifier_type"": ""doi; pmid; title"", ""pub_id"": ""7739"", ""source_relation"": ""Nature code availability links the exact GitHub repository; the UKB publication/app pages identify the linked application.""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,public_metadata_seed; A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,1k_samples_wbi.txt,single_file,,,,,,,,0,evidence/lineages/lineage_odelaneau_shapeit5.md,,,,,,,,,
